0;0.001164
1;0.00115
2;0.001169
3;0.001154
4;0.001133
5;0.001174
6;0.001148
7;0.001157
8;0.001183
9;0.001163
10;0.001217
11;0.00117
12;0.00118
13;0.001134
14;0.001166
15;0.001137
16;0.001139
17;0.001164
18;0.001168
19;0.001178
20;0.00118
21;0.001164
22;0.001135
23;0.001152
24;0.001179
25;0.001197
26;0.001189
27;0.001155
28;0.001173
29;0.001196
30;0.001169
31;0.001179
32;0.00117
33;0.001166
34;0.001147
35;0.001174
36;0.001146
37;0.001176
38;0.001181
39;0.001158
40;0.001163
41;0.001155
42;0.001169
43;0.001138
44;0.001192
45;0.001173
46;0.001166
47;0.00118
48;0.001163
49;0.001179
50;0.001164
51;0.001152
52;0.001188
53;0.001126
54;0.001166
55;0.001165
56;0.001169
57;0.001137
58;0.001189
59;0.001214
60;0.001152
61;0.001184
62;0.001216
63;0.001156
64;0.001153
65;0.001176
66;0.001128
67;0.001146
68;0.001145
69;0.00118
70;0.001179
71;0.00117
72;0.001179
73;0.001156
74;0.001182
75;0.001138
76;0.001174
77;0.001166
78;0.001137
79;0.001159
80;0.001176
81;0.001124
82;0.001148
83;0.001127
84;0.001181
85;0.001169
86;0.001161
87;0.00116
88;0.001157
89;0.00116
90;0.001164
91;0.001144
92;0.001182
93;0.001187
94;0.001151
95;0.001165
96;0.001206
97;0.001138
98;0.001194
99;0.001194
