0;0.016148
1;0.016149
2;0.016139
3;0.01618
4;0.01614
5;0.016173
6;0.01614
7;0.01617
8;0.016162
9;0.01618
10;0.016151
11;0.016164
12;0.01615
13;0.016183
14;0.016161
15;0.016163
16;0.016143
17;0.016153
18;0.016153
19;0.016181
20;0.016166
21;0.016138
22;0.016143
23;0.016158
24;0.016178
25;0.016151
26;0.016171
27;0.016159
28;0.016167
29;0.016142
30;0.016205
31;0.016164
32;0.016183
33;0.016172
34;0.016173
35;0.01616
36;0.016194
37;0.016157
38;0.01616
39;0.016174
40;0.016148
41;0.016155
42;0.016172
43;0.016131
44;0.016161
45;0.016167
46;0.016164
47;0.01615
48;0.016158
49;0.016159
50;0.016168
51;0.01617
52;0.016143
53;0.016164
54;0.016145
55;0.01616
56;0.01615
57;0.016168
58;0.016163
59;0.016136
60;0.016152
61;0.016143
62;0.016157
63;0.016136
64;0.016196
65;0.016151
66;0.016157
67;0.01614
68;0.016175
69;0.016139
70;0.016175
71;0.016151
72;0.016155
73;0.016147
74;0.016177
75;0.016179
76;0.016162
77;0.016167
78;0.016178
79;0.016151
80;0.01616
81;0.016141
82;0.016158
83;0.016154
84;0.016171
85;0.016161
86;0.01615
87;0.016147
88;0.016171
89;0.016166
90;0.016178
91;0.016164
92;0.016166
93;0.016149
94;0.016174
95;0.016181
96;0.016161
97;0.01618
98;0.016158
99;0.016153
