0;0.005166
1;0.005206
2;0.00513
3;0.005173
4;0.005155
5;0.005177
6;0.005151
7;0.005149
8;0.005113
9;0.00519
10;0.00516
11;0.005175
12;0.005182
13;0.005177
14;0.005126
15;0.005182
16;0.005158
17;0.005178
18;0.005157
19;0.00517
20;0.005125
21;0.005179
22;0.005159
23;0.005182
24;0.005147
25;0.005149
26;0.005147
27;0.005194
28;0.005139
29;0.00519
30;0.005186
31;0.005136
32;0.005166
33;0.005148
34;0.005203
35;0.005171
36;0.005177
37;0.005178
38;0.005173
39;0.005133
40;0.005155
41;0.005176
42;0.005178
43;0.005185
44;0.005148
45;0.005152
46;0.005143
47;0.005176
48;0.005193
49;0.005168
50;0.005187
51;0.005138
52;0.005178
53;0.005182
54;0.005182
55;0.005158
56;0.005184
57;0.005164
58;0.005177
59;0.005201
60;0.005161
61;0.005183
62;0.005144
63;0.005154
64;0.005185
65;0.00518
66;0.005158
67;0.005187
68;0.00515
69;0.005136
70;0.005139
71;0.005125
72;0.005164
73;0.005174
74;0.005129
75;0.005207
76;0.005143
77;0.005161
78;0.00516
79;0.00518
80;0.005158
81;0.005182
82;0.005136
83;0.005179
84;0.005173
85;0.005163
86;0.005182
87;0.005156
88;0.005151
89;0.005172
90;0.005176
91;0.005159
92;0.005198
93;0.005136
94;0.00515
95;0.005129
96;0.005184
97;0.005153
98;0.005203
99;0.005179
